ELECTION TYPE/YEAR,SHARPTOP,APPALACHIAN,REFUGE,HILL,HINTON,JERUSALEM,LUDVILLE,NELSON,TALKING ROCK,JASPER,TATE,TOTAL
2018 General,69.29,58.19,58.9,57.63,62.28,59.54,53.65,58.12,56.75,49.54,57.13,58.44
