ELECTION TYPE/YEAR,88888,CATAULA,ELLERSLIE,GOODMAN,HAMILTON,LOWER 19TH,MULBERRY GROVE,PINE MOUNTAIN VALLEY,SKINNER,UPPER 19TH,VALLEY PLAINS,WAVERLY HALL,WHITESVILLE,TOTAL
2018 General,100.0,67.27,65.28,64.23,63.78,66.76,65.71,62.83,63.44,67.54,61.63,59.23,67.04,64.75
