ELECTION TYPE/YEAR,2. EAST MORGAN,3. BETH/SPRINGFIELD,4. CENTRAL MORGAN,5. CLACKS CHAPEL,6. WEST MORGAN,7. NORTH MORGAN,88888,99999,TOTAL
2018 General,72.51,72.29,67.84,76.61,71.68,69.18,0.0,0.0,70.65
