ELECTION TYPE/YEAR,DANIELSIDING,ELLABELL,BLACK CREEK,WAYS STATION,RH RECREATION COMPX,J.F.GREGORY PARK,KELLER,HWY 144 EAST,88888,PUBLIC SAFETY COMPX,TOTAL
2018 General,55.97,54.58,48.92,44.85,41.72,61.44,58.04,59.2,0.0,42.2,52.61
