ELECTION TYPE/YEAR,88888,99999,ANNX,BMS,CENT,CGTC,FMMS,HAFS,HCTC,HEFS,HHPC,MCMS,NSES,RECR,ROZR,TMS,TWPK,VHS,TOTAL
2018 General,5.56,0.0,65.23,64.25,56.92,63.37,59.41,67.79,49.14,68.97,50.92,61.42,63.53,42.84,61.95,51.68,61.48,63.42,57.78
