ELECTION TYPE/YEAR,RECOVERY,KENDRICK,CLIMAX,BRINSON,WEST BAINBRIDGE,BAINBRIDGE-COLISEUM,BDGE-FAIRGROUNDS,ATTAPULGUS,TOTAL
2018 General,57.93,55.61,64.92,59.5,52.12,55.48,49.77,58.48,55.08
