ELECTION TYPE/YEAR,HABERSHAM SOUTH,DEMOREST,TOWN OF MOUNT AIRY,CITY OF BALDWIN,MUD CREEK,AMYS CREEK,88888,99999,TOTAL
2018 General,55.41,58.69,52.97,39.98,57.14,71.05,0.0,0.0,56.83
