ELECTION TYPE/YEAR,BACONTON,BRANCHVILLE,CAMILLA NORTH,CAMILLA SOUTH,COTTON,HOPEFUL,HINSONTON,LESTER,PEBBLE CITY,PELHAM,SALE CITY,TOTAL
2018 General,54.21,66.16,55.16,57.87,71.08,65.27,81.94,53.53,71.9,49.14,65.94,56.07
