ELECTION TYPE/YEAR,ADMINISTRATION BLDG,HAMMETT RD,GRIGGS CENTER,WEST POINT,HOGANSVILLE,EAST VERNON,ROSEMONT,MOUNTVILLE,MCLENDON,LONG CANE,GARDNER NEWMAN,GRAY HILL,HIGHLAND,NORTHSIDE,88888,99999,TOTAL
2018 General,41.78,53.54,42.67,49.12,53.73,63.99,65.4,65.42,63.59,61.18,55.49,60.58,57.03,57.82,0.0,0.0,56.09
