ELECTION TYPE/YEAR,BRANTLEYS,BURGAYS,CABANISS,COX,CULLODEN,DILLARDS,EVERS,FORSYTH,HIGH FALLS,KELSEYS,MIDDLEBROOKS,PROCTORS,RUSSELLVILLE,88888,TOTAL
2018 General,76.17,76.53,64.39,72.16,68.88,64.5,66.47,59.75,56.19,69.07,68.33,56.73,67.34,0.0,65.3
