ELECTION TYPE/YEAR,TRINITY,NORTHSIDE,NAYLOR,RAINWATER,MILDRED,CLYATTVILLE,DASHER,S LOWNDES,88888,99999,TOTAL
2018 General,46.34,44.74,62.79,54.49,40.41,49.55,58.16,54.87,50.0,0.0,48.11
