ELECTION TYPE/YEAR,DIRTSELLER,HAYWOOD,LYERLY,TRION,SUMMERVILLE,TELOGA,DIRTTOWN,SEMINOLE,SUBLIGNA,ALPINE,99999,CLOUDLAND,PENNVILLE,TOTAL
2018 General,64.04,59.01,56.83,49.92,52.2,62.37,66.47,59.86,69.35,64.24,0.0,66.36,45.32,54.97
