ELECTION TYPE/YEAR,DELLE BEAMGUARD,ELM PINE,LENOX,MASSEE,NEW LIFE BAPTIST CH.,RIVERBEND,SPARKS,TOTAL
2018 General,62.36,50.19,62.74,61.71,63.79,61.47,46.08,59.58
