ELECTION TYPE/YEAR,NEW SALEM,DAVIS,NEW HOME,WEST BROW,88888,TRENTON,NORTH DADE,99999,TOTAL
2018 General,59.63,49.07,54.56,49.01,0.0,40.53,47.8,0.0,47.6
