ELECTION TYPE/YEAR,BLOOMING GROVE,CEDARTOWN,FISH CREEK,LAKE CREEK,ROCKMART,YOUNGS GROVE,88888,99999,TOTAL
2018 General,54.9,53.02,61.52,63.88,57.19,58.98,0.0,0.0,57.37
