ELECTION TYPE/YEAR,BALDWIN,BERLIN,BUSHVILLE,COLUMBIA,DAVIDS,GOLDEN HILL,GROVE RIVER,HOLLINGSWORTH,HOMER,POPLAR SPRINGS,WASHINGTON,WILMONTS,88888,TOTAL
2018 General,64.71,63.37,55.75,72.62,56.13,55.11,62.05,64.43,59.2,61.47,62.99,65.42,0.0,60.51
