ELECTION TYPE/YEAR,THOMSON,CHAMBLISS,ANDERSONVILLE,88888,REES PARK,GSW CONF CENTER,REC DEPT,AIRPORT,CONCORD,PLAINS,AG CENTER,TOTAL
2018 General,54.62,73.12,65.06,16.67,50.49,57.76,53.59,70.73,72.12,65.46,62.33,59.37
