ELECTION TYPE/YEAR,NORTH BALDWIN,WEST BALDWIN,EAST HARDWICK,WEST HARDWICK,COOPERS,88888,SOUTH MILLEDGEVILLE,CITY HALL ANNEX,BODDIE,COURTHOUSE,FIRE DEPT,NORTH MILLEDGEVILLE,MERIWEATHER,EAST BALDWIN,TOTAL
2018 General,70.49,69.29,47.24,60.4,68.09,150.0,56.08,49.89,47.0,53.62,57.0,67.77,70.2,69.28,63.58
