ELECTION TYPE/YEAR,CLARK,EDDIN,EMPIR,JAYBI,JONES,LEE,MCCRA,MILAN,MITCH,MULLI,PLAIN,PONDT,RAWLI,VILUL,YONKE,TOTAL
2018 General,63.0,66.46,62.7,68.02,68.31,58.66,78.47,66.67,76.83,61.78,71.73,71.0,66.63,79.17,62.66,64.0
