ELECTION TYPE/YEAR,BOWDON,SANDHILL,CENTER POINT,MT ZION,BURWELL,CLEM,BOWDON JUNCTION,TYUS,FAIRFIELD,HULETT,BETHANY,V R COUNTY SOUTH,V R COUNTY NORTH,VILLA RICA CITY,TEMPLE COUNTY,TEMPLE CITY,WHITESBURG,ROOPVILLE,WEST CARROLLTON,LAKESHORE REC CENTER,BONNER,UNIVERSITY OF W. GA,COUNTY ADMIN BLDG,TABERNACLE CHURCH,BURSON CENTER,OLD CAMP CHURCH,OAK GROVE,88888,99999,TOTAL
2018 General,51.34,54.48,67.28,54.11,56.74,62.51,52.08,63.17,62.81,62.53,47.7,53.76,49.95,45.95,49.05,49.15,57.81,61.07,42.9,52.41,53.48,50.34,54.77,55.88,57.93,63.51,60.5,0.0,0.0,53.78
