ELECTION TYPE/YEAR,VALLEY,JUNCTION CITY,GENEVA,TALBOTTON,BOX SPRINGS,FLINT HILL,TOTAL
2018 General,69.63,60.37,64.24,59.45,57.4,67.95,63.78
