ELECTION TYPE/YEAR,BOSTON,CENTRAL,COOLIDGE,DOUGLASS,ELLABELLE,FIRE STATION #2,GATLIN CREEK,HARPER,JERGER,MEIGS,MERRILVILLE,METCALFE,NEW COVENANT,OCHLOCKNEE,PATTEN,PAVO,REMINGTON ESC,RESOURCE CENTER,SCOTT,88888,99999,TOTAL
2018 General,55.8,56.9,58.14,47.82,60.3,65.81,61.98,54.1,62.0,51.32,60.86,61.27,57.22,54.84,63.75,61.19,53.24,55.26,60.61,0.0,3.03,57.22
