ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,15.37,26.83,15.04,15.75,17.63,39.04,19.74,32.37
2016 Primary,3.44,16.22,1.83,5.07,4.45,12.16,4.05,12.77
2016 Primary Runoff,0.05,1.72,0.00,0.72,0.05,0.23,0.14,0.77
2016 General,44.26,54.14,41.59,35.64,42.47,62.25,43.89,57.10
2018 Primary,4.95,16.67,5.04,7.25,8.12,17.64,7.56,15.90
2018 Primary Runoff,2.28,7.41,1.92,2.68,3.44,13.41,3.28,9.82
2018 General,35.18,49.84,32.59,30.10,38.13,55.80,33.18,50.62
