ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2014 Primary,28.32,31.07,0.00,29.76
2014 Primary Runoff,15.37,13.75,0.00,14.52
2014 General,46.63,48.83,0.00,47.77
2016 Presidential Primary,38.30,41.69,0.00,40.07
2016 Primary,33.13,37.22,0.00,35.26
2016 Primary Runoff,7.75,6.13,0.00,6.90
2016 General,67.08,72.20,50.00,69.76
2018 Primary,35.39,37.59,0.00,36.53
2018 Primary Runoff,18.14,17.13,0.00,17.60
2018 General,64.15,67.39,50.00,65.84
