ELECTION TYPE/YEAR,2A,3A,4A,5A,6A,AN,CA,CO,DG,ES,FI,GL,LT,MC,NI,PG,TH,TI,TR,UT,VA,WS,TOTAL
2018 General,55.84,60.17,61.69,41.38,39.4,43.59,50.66,57.09,58.08,48.04,54.34,52.87,63.61,59.59,57.77,56.53,54.46,52.36,66.16,58.37,59.52,61.03,55.56
