ELECTION TYPE/YEAR,QUITMAN,BARWICK,DIXIE,BRIGGS,PAVO,NANKIN,MORVEN,88888,99999,TOTAL
2018 General,49.1,61.16,62.34,53.7,61.9,59.63,56.93,0.0,1.54,54.09
