ELECTION TYPE/YEAR,COLWELL,FAIRPLAY,FLINTHILL,HEMPTOWN,HOTHOUSE,MINERAL BLUFF,MOBILE,MORGANTON,NOONTOOTLA,SKENIAH,SUGAR CREEK,TOCCOA,TOTAL
2018 General,68.07,54.17,56.88,59.69,60.87,61.36,58.9,63.65,70.2,72.09,61.73,57.12,60.42
