ELECTION TYPE/YEAR,CALHOUN PARK,FIRE DEPT STA #5,BUCKEYE,BURCH,CADWELL,BREWTON,DUDLEY,HAMPTON MILL,HARVARD,MINTER,RURAL FIRE STA #17,W T ADAMS FIRE STA #18,REEDY SPRINGS,SMITH,LCFS #10,88888,99999,TOTAL
2018 General,49.32,70.96,66.28,71.84,70.45,65.02,76.49,70.81,67.93,68.76,63.0,74.99,68.44,53.99,62.45,0.0,0.0,62.86
