ELECTION TYPE/YEAR,99999,HELENA,JACKSONVILLE,LUMBER-CITY,MCRAE,MILAN,SCOTLAND,TOTAL
2018 General,0.0,55.67,65.34,61.25,60.72,70.01,63.0,61.63
