ELECTION TYPE/YEAR,WEST FRANKLIN,NORTHEAST FRANKLIN,LAVONIA,CANON,ROYSTON,SOUTHWEST FRANKLIN,99999,TOTAL
2018 General,57.2,57.2,53.62,60.97,56.21,61.8,0.0,57.57
