ELECTION TYPE/YEAR,WAVERLY,WOODBINE,BROWNTOWN,HARRIETTS BLUFF,WEST KINGSLAND,NORTH KINGSLAND,KINGSLAND,EAST KINGSLAND,NORTH ST MARYS,MARY LEE CLARK,SOUTH ST MARYS,MUSH BLUFF,WEST SAINT MARYS,88888,99999,TOTAL
2018 General,62.61,53.84,47.23,52.59,43.36,44.09,39.76,45.84,25.91,39.16,55.88,45.9,61.58,25.0,0.0,46.63
