ELECTION TYPE/YEAR,COLHAM FERRY,ANTIOCH,FARMINGTON,BISHOP,HIGH SHOALS,NORTH OCONEE,DARK CORNER,BOGART,MALCOM BRIDGE,ATHENS ACADEMY,CIVIC CENTER,CITY HALL,TOTAL
2018 General,73.51,70.13,69.93,71.17,74.63,68.43,72.01,65.76,70.88,68.93,70.0,67.97,70.28
