ELECTION TYPE/YEAR,BLUE RIDGE,HELEN,MOSSY CREEK,MT YONAH,NACOOCHEE,ROBERTSTOWN,SHOAL CREEK,TESNATEE,TOWN CREEK,WHITE CREEK,88888,99999,TOTAL
2018 General,58.05,59.93,58.65,56.2,69.18,64.2,53.71,63.43,60.49,59.61,0.0,0.0,58.94
