ELECTION TYPE/YEAR,DOUGLAS,AMBROSE,BRIDGETOWN,BROXTON,NICHOLLS,WEST GREEN,88888,TOTAL
2018 General,51.6,61.86,69.54,59.8,49.49,60.94,0.0,53.64
