ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2014 Primary,13.68,11.85,4.35,12.69
2014 Primary Runoff,10.68,8.66,0.00,9.59
2014 General,44.74,44.20,27.78,44.44
2016 Presidential Primary,35.72,36.05,22.22,35.89
2016 Primary,13.07,12.80,5.38,12.92
2016 Primary Runoff,10.03,8.56,4.30,9.24
2016 General,63.92,67.37,53.68,65.75
2018 Primary,15.70,15.30,7.97,15.48
2018 Primary Runoff,12.81,10.79,3.65,11.72
2018 General,57.78,60.08,49.07,58.99
