ELECTION TYPE/YEAR,MOULTRIE,AUTREYVILLE,BRIDGECREEK,CROSLAND,DOERUN,FUNSTON,HAMILTON,HARTSFIELD,HOPEWELL,LEE,MILLCREEK,MONK,MURPHY,NORMAN PARK,ROBINSON,THIGPEN,TYTY,WARRIOR,TOTAL
2018 General,50.21,54.08,66.46,56.88,61.71,67.1,59.53,68.87,59.36,53.53,62.77,61.75,70.02,54.17,61.11,63.09,56.05,62.4,57.88
