ELECTION TYPE/YEAR,BRIGHTON,BROOKFIELD,CHULA,DOCIA,ELDORADO,OMEGA,TY TY,TIFTON NORTHWEST,TIFTON SOUTH,MOTT-LITMAN GYM,TIFTON LODGE,99999,TOTAL
2018 General,71.01,62.97,72.73,69.5,61.42,55.02,62.32,59.61,44.09,43.87,56.9,0.0,58.17
