ELECTION TYPE/YEAR,BLACKSHEAR,ST JOHNS/BLACKSHEAR,OTTER CREEK,PATTERSON,MERSHON,ALABAHA,SUNSET/SWEAT,88888,99999,TOTAL
2018 General,54.22,61.21,61.2,61.4,64.68,60.91,74.16,0.0,0.0,59.3
