ELECTION TYPE/YEAR,TOWN,ALMON,ALCOVY,COVINGTON MILLS,BREWERS,BRICK STORE,CEDAR SHOALS,LIVINGSTON,DOWNS,GUM CREEK,BEAVERDAM,LEGUINN,MANSFIELD,NEWBORN,OXFORD,ROCKY PLAINS,BUCK CREEK,STANSELLS,FAIRVIEW,CROWELL,HUB,99999,TOTAL
2018 General,49.11,60.24,60.91,53.78,61.82,65.84,47.99,54.15,59.66,67.58,57.36,66.25,70.57,71.63,63.04,53.76,54.99,54.99,49.73,54.53,71.2,0.0,58.07
