ELECTION TYPE/YEAR,MORELAND,PINE ROAD,DRESDEN,NEWNAN,SHARPSBURG,FISCHER ROAD,CEDAR CREEK,GRANTVILLE,HARALSON,WELCOME,PANTHER CREEK,RAYMOND,TURIN,SMOKEY ROAD,CENTRAL,ARTS CENTRE,GREENTOP,EXPO CENTER,WHITE OAK,MADRAS,CANNONGATE,WESTSIDE,NORTHSIDE,THOMAS CROSSROADS,COWETA CENTRAL,JEFFERSON PARKWAY,88888,99999,TOTAL
2018 General,64.94,62.05,62.19,52.56,63.69,60.08,65.2,55.93,62.76,62.03,57.16,63.06,64.54,54.72,41.44,60.35,58.43,59.88,60.62,62.26,67.18,52.57,64.24,63.82,66.97,44.15,11.11,0.0,58.91
