ELECTION TYPE/YEAR,BETHLEHEM CHURCH -,BRAMLETT ELEMENTARY,WESTSIDE MIDDLE,FIRE STATION 1,WINDER-BARROW HIGH,STATHAM ELEMENTARY,FIRST BAPTIST CHURCH,LIONS CLUB,LEISURE SERVICES,APALACHEE HIGH,MIDWAY UNITED,WINDER COMMUNITY,CEDAR CREEK BAPTIST,COUNTY LINE,THE CHURCH AT WINDER,88888,99999,TOTAL
2018 General,61.42,49.47,51.69,57.74,52.29,61.11,56.66,59.5,44.4,53.77,52.43,50.59,53.33,59.13,53.32,100.0,0.0,54.7
