ELECTION TYPE/YEAR,CHAPPELL MILL V. FD,SENIOR CITIZEN BLDG,REDBONE,L C S C,MILNER,88888,TOTAL
2018 General,63.84,60.48,68.25,63.6,64.69,40.0,63.91
