ELECTION TYPE/YEAR,MADRAY SPRINGS,OGLETHORPE,SCREVEN,EMPIRE,RED HILL,ALTAMAHA,GARDI,VFW,PINE STREET,UNITY,REC CENTER,TOTAL
2018 General,63.53,62.77,63.52,67.57,54.43,49.46,62.89,44.25,53.55,58.1,60.45,57.71
