ELECTION TYPE/YEAR,COOSA,CHOESTOE,JONES CREEK,OWLTOWN,IVY LOG,SUCHES,TRACKROCK,DOOLEY,GUMLOG,PAT COLWELL,TOTAL
2018 General,63.44,72.11,69.48,71.63,67.25,64.77,69.72,66.8,63.74,70.21,67.7
