ELECTION TYPE/YEAR,WARTHEN,TENNILLE,OCONEE,88888,HARRISON,DAVISBORO,SANDERSVILLE,DEEPSTEP,TOTAL
2018 General,71.29,60.82,69.29,0.0,67.52,66.12,63.98,74.66,64.87
