ELECTION TYPE/YEAR,SHUCK PEN,SOUTHWEST,SPRING PLACE,TOWN,CARTERS-DOOLITTLE,NORTH,88888,TOTAL
2018 General,53.2,47.46,55.0,57.05,51.7,57.13,0.0,53.99
