ELECTION TYPE/YEAR,BURNT HICKORY PARK,MOSES MIDDLE SCHOOL,WEST RIDGE CHURCH,WATSON GOVT COMPLEX,SARA RAGSDALE ELEM,PAULDING CO HIGH,HIRAM HIGH SCHOOL,TAYLOR FARM PARK,AUSTIN MIDDLE SCHOOL,NEBO ELEM SCHOOL,CARL SCOGGINS MIDDLE,88888,99999,TOTAL
2018 General,63.28,59.39,56.34,50.33,53.74,53.48,52.6,57.77,56.83,55.39,58.28,14.47,20.0,55.75
