ELECTION TYPE/YEAR,BOLD SPRINGS,WHATLEY,WALKER PARK,GRATIS,BETWEEN,WALNUT GROVE,LOGANVILLE NORTH,SOCIAL CIRCLE,SOUTH MONROE,NORTH MONROE,LOGANVILLE SOUTH,WEST WALTON,BROKEN ARROW,BAY CREEK,E MONROE,W MONROE,TARA,MOUNTAIN,JERSEY,BLASINGAME,GOOD HOPE,99999,TOTAL
2018 General,64.21,68.1,62.57,73.54,64.05,60.56,53.11,58.06,52.75,48.18,56.95,63.98,58.08,62.91,45.61,68.3,63.37,62.89,66.81,74.4,68.57,0.0,59.6
