ELECTION TYPE/YEAR,YOUNG FARMER'S BLDG,METASVILLE FIRE STA,EDWARD B POPE CENTER,RAYLE CITY HALL,COURTHOUSE,TIGNALL SCH LUNCH RM,99999,TOTAL
2018 General,71.93,67.79,58.09,64.7,67.48,65.71,0.0,66.1
