ELECTION TYPE/YEAR,88888,ACWORTH 1A,ACWORTH 1B,ACWORTH 1C,ADDISON 01,AUSTELL 1A,BELLS FERRY 02,BELLS FERRY 03,BIG SHANTY 01,BIG SHANTY 02,BAKER 01,BIRNEY 01,BIRNEY 02,BRYANT 01,BRYANT 02,BLACKWELL 01,CHATTAHOOCHEE 01,CHEATHAM HILL 02,CHEATHAM HILL 03,CHALKER 01,CLARKDALE 01,CLARKDALE 02,COOPER 01,CHESTNUT RIDGE 01,DICKERSON 01,DOBBINS 01,DOWELL 01,DODGEN 01,DURHAM 01,DAVIS 01,EASTSIDE 01,EASTSIDE 02,ELIZABETH 01,ELIZABETH 02,ELIZABETH 03,ELIZABETH 04,ELIZABETH 05,EAST PIEDMONT 01,FAIR OAKS 02,FAIR OAKS 04,FULLERS PARK 01,FORD 01,FREY 01,GARRISON MILL 01,GRITTERS 01,HARMONY-LELAND 01,HARRISON 01,HIGHTOWER 01,HAYES 01,KENNESAW 1A,KENNESAW 2A,KENNESAW 3A,KENNESAW 4A,KENNESAW 5A,KELL 01,KEMP 01,KEMP 02,KEMP 03,LASSITER 01,LINDLEY 01,LOST MOUNTAIN 01,LOST MOUNTAIN 02,LOST MOUNTAIN 03,LOST MOUNTAIN 04,MABLETON 01,MABLETON 02,MABLETON 03,MABLETON 04,MABRY 01,MACLAND 01,MURDOCK 01,MCEACHERN 01,MCCLESKEY 01,MCCLURE 01,MARIETTA 1A,MARIETTA 2A,MARIETTA 2B,MARIETTA 3A,MARIETTA 4A,MARIETTA 4B,MARIETTA 4C,MARIETTA 5A,MARIETTA 5B,MARIETTA 6A,MARIETTA 6B,MARIETTA 7A,MARS HILL 01,MARS HILL 02,MT BETHEL 01,MT BETHEL 03,MT BETHEL 04,NORTH COBB 01,NICKAJACK 01,NORTON PARK 01,NICHOLSON 01,OAKDALE 01,OREGON 01,OREGON 02,OREGON 03,OREGON 04,OREGON 05,PEBBLEBROOK 01,POWERS FERRY 01,PINE MOUNTAIN 01,PINE MOUNTAIN 02,POST OAK 01,POPE 01,PALMER 01,POWDER SPRINGS 1A,POWDER SPRINGS 2A,POWDER SPRINGS 3A,PITNER 01,ROCKY MOUNT 01,RIVERSIDE 01,ROSWELL 01,ROSWELL 02,SANDY PLAINS 01,SHALLOWFORD FALLS 01,SIMPSON 01,SEWELL MILL 01,SEWELL MILL 03,SMYRNA 1A,SMYRNA 2A,SMYRNA 3A,SMYRNA 4A,SMYRNA 5A,SMYRNA 6A,SMYRNA 7A,SOPE CREEK 01,SOPE CREEK 02,SOPE CREEK 03,SWEETWATER 01,SWEETWATER 02,TERRELL MILL 01,TIMBER RIDGE 01,VAUGHAN 01,VININGS 01,VININGS 02,VININGS 03,VININGS 04,WADE GREEN 02,WILLEO 01,TOTAL
2018 General,0.0,56.2,52.45,50.3,66.15,48.06,59.71,58.66,54.27,62.01,53.1,55.55,62.81,62.43,41.38,60.79,49.34,65.01,68.69,49.2,54.55,57.58,51.56,68.74,68.5,40.23,65.5,69.04,63.38,65.19,70.35,67.72,44.9,64.35,65.72,57.45,65.51,56.14,51.3,41.23,66.15,64.73,63.25,67.47,59.02,61.03,68.94,66.62,64.61,51.69,54.43,50.6,54.65,59.92,65.33,66.74,65.84,68.08,66.1,64.67,69.63,65.38,69.31,65.87,58.2,51.05,61.55,67.69,71.62,59.51,65.38,65.96,69.71,66.25,42.94,71.75,58.19,57.56,77.21,61.44,70.06,51.3,39.79,45.37,66.34,37.98,59.65,56.75,66.29,66.65,70.08,58.89,58.78,53.88,60.49,61.87,71.01,58.54,44.67,58.47,66.41,55.32,58.64,65.37,70.44,65.47,65.2,59.62,63.53,54.1,59.56,58.75,65.9,46.39,68.57,67.36,64.84,68.32,65.02,66.24,53.28,48.95,52.51,58.19,64.53,55.21,64.6,68.14,71.84,63.66,62.11,61.73,47.23,49.08,69.42,65.28,55.58,52.21,58.04,64.95,61.05,67.82,59.31
