ELECTION TYPE/YEAR,HUNTERS,NEWINGTON,JENK HILL FIRE STA,ROCKY FORD,BAY BRANCH,HILTONIA,SCREVEN REC. DEPT.,GREENHILL CHURCH,SR CITIZENS CENTER,JACKSON FIRE STATION,FOY'S STORE,88888,TOTAL
2018 General,65.77,56.16,60.04,67.21,63.9,63.47,60.37,60.05,53.82,62.2,58.37,0.0,60.25
