ELECTION TYPE/YEAR,99999,DRY BRANCH,GOLDEN ISLES,HIGGSVILLE,JEFFERSONVILLE/WARE,SHADY GROVE/TARVERS,TOTAL
2018 General,0.0,54.27,61.42,65.52,66.26,65.71,61.9
