ELECTION TYPE/YEAR,SCOOTERVILLE,MINTON,BRIDGEBORO,COUNTY LINE,ISABELLA,PINEY WOODS,SYLVESTER EAST,POULAN,SUMNER,SHINGLER,RED ROCK,DOLES,OAKFIELD,88888,WARWICK,TOTAL
2018 General,65.21,69.7,59.6,48.34,65.78,55.07,59.59,58.96,62.42,73.3,53.81,61.87,61.82,0.0,58.71,60.42
