ELECTION TYPE/YEAR,99999,BLACKSTOCK,BOYNTON,CATOOSA KEITH,CHAMBERS,FT OGLETHORPE,GRAYSVILLE,LAKEVIEW,POPLAR SPRINGS,RINGGOLD,WESTSIDE,WOODSTATION,TOTAL
2018 General,0.0,51.56,56.61,56.6,65.99,47.99,52.79,42.49,57.16,56.36,48.25,59.45,53.69
