ELECTION TYPE/YEAR,BA,BT,CO,FI,FS,HC,HI,LA,LO,MA,MI,OT,RO,SM,SP,ST,TOTAL
2018 General,62.32,59.26,46.89,56.94,57.12,61.32,60.67,53.68,67.96,58.2,51.68,46.17,59.42,62.18,61.07,63.34,57.66
