ELECTION TYPE/YEAR,#1 CHOKEE,#10 REDBONE,#2 SMITHVILLE,#3 CJC,#4 LEESBURG,#5 FRIENDSHIP BAPT.,#6 FIRST BAPTIST,#7 SDA CHURCH,#8 SOVEREIGN GRACE,#9 CENTURY FIRE STAT,99999,TOTAL
2018 General,64.39,59.48,59.6,66.46,55.89,56.73,64.4,66.31,52.72,55.61,0.0,58.95
