ELECTION TYPE/YEAR,SHILOH,COLLINS,MANASSAS,DISTRICT II,EAST GLENNVILLE,DISTRICT IV,DISTRICT V,TOTAL
2018 General,40.0,59.89,68.29,55.11,59.42,59.82,56.86,56.69
