ELECTION TYPE/YEAR,CARTECAY,TAILS CREEK,TOWN CREEK,LEACHES,CHERRY LOG,BOARDTOWN,MOUNTAINTOWN,EAST ELLIJAY,ELLIJAY NORTH,YUKON,BIG CREEK,ELLIJAY NORTHEAST,88888,99999,TOTAL
2018 General,65.31,52.88,57.22,59.73,66.78,71.05,64.77,59.91,56.44,63.2,63.56,64.29,0.0,0.0,61.57
