ELECTION TYPE/YEAR,1B,1C,1D,2A,2B,3A,3B,4A,4B,5A,5B,5C,5D,6A,6B,6C,6D,7A,7B,7C,88888,8A,8B,8C,99999,TOTAL
2018 General,54.04,62.17,69.69,46.69,42.68,41.87,46.73,42.29,53.81,62.41,60.34,65.56,53.03,58.89,59.53,57.83,66.36,59.7,56.94,62.75,0.0,52.83,54.37,49.75,0.0,54.59
