ELECTION TYPE/YEAR,1B,1C,1D,2A,2B,2C,3A,3B,3C,3D,4A,4B,4C,5A,5B,5C,99999,TOTAL
2018 General,55.29,55.97,57.62,63.78,53.11,58.35,58.47,61.66,56.07,57.32,55.79,54.56,51.37,55.41,51.48,59.39,0.0,56.18
