ELECTION TYPE/YEAR,BROOKS,EUROPE,FAYETTEVILLE EAST,FAYETTEVILLE WEST,FLINT,HOPEFUL,MORNING CREEK,RAREOVER,SANDY CREEK,SHAKERAG EAST,SHAKERAG WEST,STARRSMILL,WHITEWATER,WOOLSEY,MCINTOSH,OAK GROVE,KEDRON,ABERDEEN,WINDGATE,FLAT CREEK,BRAELINN,KENWOOD,BANKS,HARPS CROSSING,WILLOW POND,DOGWOOD,OAK RIDGE,JEFF DAVIS,MURPHY,FIELDING RIDGE,WILLOWBEND,CAMP CREEK,RISING STAR,SPRING HILL,ANTIOCH,88888,TOTAL
2018 General,68.62,72.35,57.58,59.49,66.65,66.7,67.41,66.46,65.67,60.89,67.06,67.57,65.96,67.19,63.9,62.86,57.63,62.66,69.34,58.07,68.64,71.01,65.79,68.6,62.97,70.33,66.43,56.65,66.9,66.47,62.47,65.64,65.41,65.67,66.62,0.0,65.13
