ELECTION TYPE/YEAR,HAWKINS,ETHRIDGE,CLINTON,ROBERTS,DAVIDSON,POPE,BARRON,SANDERS,FINNEY,TOTAL
2018 General,62.01,65.48,67.53,55.13,64.42,68.67,69.55,60.71,69.08,64.5
