ELECTION TYPE/YEAR,99999,BYRON #1,BYRON #2,CLAUDE,FORT VALLEY #1,FORT VALLEY #2,FORT VALLEY #3,POWERSVILLE,TOTAL
2018 General,14.29,65.15,61.75,65.26,55.25,53.54,47.02,64.01,57.71
