ELECTION TYPE/YEAR,ST. MARK,COURTHOUSE,SECOND BEULAH,MAYFIELD COMMUNITY,POWER OF GOD,WARREN CHAPEL,YOUTH CENTER,SECOND DARRIEN,SPARTA 4C,88888,99999,TOTAL
2018 General,57.7,56.76,64.05,55.06,57.98,68.16,60.23,67.11,64.71,0.0,0.0,59.92
